SourceFile	Instrument	SerialNumber	DeconvolutionEngine	StartTimeStamp	RTDuration	mzMLMS1Count	mzMLMSnCount	DeconvMSnWithPeaksCount	DeconvMSnWithoutPeaksCount	DeconvMSnWithPeaksFraction	Redundancy	HighestDegree	LargestComponentSize	ComponentCount	mzMLHCDCount	mzMLCIDCount	mzMLETDCount	mzMLECDCount	mzMLEThcDCount	mzMLETciDCount	mzMLPreZMin	mzMLPreZQ1	mzMLPreZQ2	mzMLPreZQ3	mzMLPreZMax	DeconvPreZMin	DeconvPreZQ1	DeconvPreZQ2	DeconvPreZQ3	DeconvPreZMax	DeconvPreMassMin	DeconvPreMassQ1	DeconvPreMassQ2	DeconvPreMassQ3	DeconvPreMassMax	mzMLPeakCountMin	mzMLPeakCountQ1	mzMLPeakCountQ2	mzMLPeakCountQ3	mzMLPeakCountMax	DeconvPeakCountMin	DeconvPeakCountQ1	DeconvPeakCountQ2	DeconvPeakCountQ3	DeconvPeakCountMax	AALinkCountMin	AALinkCountQ1	AALinkCountQ2	AALinkCountQ3	AALinkCountMax	TagLengthMin	TagLengthQ1	TagLengthQ2	TagLengthQ3	TagLengthMax	AALinkCountAbove2	TagLengthAbove2
06102019_RVG262_PLRPS_FAIMS_CV_neg80_F1_CD3	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-11T21:11:46Z	79.88739	1211	770	5	0	0.0064935065	0	0	1	5	770	0	0	0	0	0	1	1	2	3	5	4	4	5	5	6	2793.471328	3348.764814	3383.749646	3603.833293	4622.345527	7	15	18	20	123	3	3	3	7	10	0	0	0	2	4	0	0	0	1	2	2	0
06102019_RVG262_PLRPS_FAIMS_CV_neg90_F1_CD3	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-11T19:37:55Z	80.44812	1418	660	2	0	0.003030303	0	0	1	2	660	0	0	0	0	0	1	1	2	3	3	3	0	3	3	3	1960.049745	1960.049745	1960.049901	1960.049901	1960.049901	8	15	18	21	79	3	0	3	3	10	1	0	1	1	3	1	0	1	1	1	1	0
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech1	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-12T18:45:54Z	80.97839	1215	2426	1852	0	0.76339656	0.0011120018	35	116	1351	2426	0	0	0	0	0	1	1	3	8	10	1	7	9	10	87	651.407037	6566.474807	8029.194681	10531.190372	70022.239254	11	443	873	1393	4467	3	14	32	66	247	0	1	6	25	237	0	1	2	5	31	1160	875
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech10	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T08:51:02Z	80.98452	1163	2310	1816	0	0.7861472	0.0012166115	39	139	1298	2310	0	0	0	0	0	1	1	5	8	10	1	7	9	10	74	649.304962	6726.886737	8106.317584	10462.406355	63933.637133	11	517	1117	1594	4350	3	18	40	76	264	0	1	9	29	325	0	1	3	6	25	1249	940
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech2	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-12T20:19:51Z	80.99307	1204	2406	1826	0	0.758936	0.0013227506	35	72	1305	2406	0	0	0	0	0	1	1	4	8	10	1	7	9	10	94	649.302135	6601.613287	8018.040633	10827.631112	75687.570375	12	421	882	1369	4447	3	15	36	71	273	0	1	8	27	218	0	1	3	5	26	1239	929
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech3	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-12T21:53:41Z	81.0434	1194	2385	1824	0	0.76477987	0.0011470153	32	89	1314	2385	0	0	0	0	0	1	1	4	8	10	1	7	9	11	81	649.302347	6716.095854	8145.446935	10999.571195	79228.175033	9	434	898	1388	4057	3	16	37	71	214	0	1	8	29	247	0	1	2	5	25	1228	904
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech4	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-12T23:27:39Z	80.95565	1189	2376	1848	0	0.7777778	0.0012047148	34	144	1293	2376	0	0	0	0	0	1	1	5	8	10	1	7	9	11	84	649.301269	6717.573302	8096.338912	10751.458295	74235.135656	11	461	972	1444	4718	3	16	38	74	239	0	1	8	29	288	0	1	3	6	24	1242	930
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech5	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T01:01:29Z	81.06012	1184	2366	1835	0	0.7755706	0.0012485923	37	81	1288	2366	0	0	0	0	0	1	1	5	8	10	1	7	9	11	79	649.301541	6717.567917	8105.748794	10827.693927	72919.407999	8	482	1025	1518	3971	3	18	41	76	222	0	1	9	30	206	0	1	3	6	29	1261	952
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech6	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T02:35:26Z	81.06681	1182	2361	1883	0	0.7975434	0.0012613557	37	105	1329	2361	0	0	0	0	0	1	1	5	8	10	1	7	9	11	80	649.301784	6611.698686	8167.107786	11299.377303	67427.749296	8	487	976	1475	4319	3	16	38	73	215	0	1	8	29	266	0	1	3	5	26	1273	976
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech7	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T04:09:17Z	80.99203	1169	2336	1780	0	0.7619863	0.0012019124	33	81	1261	2336	0	0	0	0	0	1	1	5	8	10	1	7	9	10	70	649.302382	6682.135588	8096.775199	10462.396641	63906.01692	11	462	982	1439	3740	3	17	38	72	227	0	1	8	28	254	0	1	2	5	24	1208	890
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech8	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T05:43:14Z	81.02867	1162	2321	1803	0	0.77682036	0.0012403794	34	94	1268	2321	0	0	0	0	0	1	1	5	8	10	1	7	9	10	82	649.43313	6694.388858	8048.618401	10835.841019	69765.827555	13	509	1018	1518	4348	3	18	39	75	233	0	1	8	30	267	0	1	3	5	24	1235	926
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech9	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T07:17:05Z	80.9652	1181	2337	1823	0	0.78005993	0.0012006601	37	92	1265	2337	0	0	0	0	0	1	1	5	8	10	1	7	9	11	88	649.302673	6800.622047	8309.57844	11064.456477	77141.980022	10	491	1029	1535	3956	3	16	39	76	223	0	1	8	30	277	0	1	3	6	27	1232	925
06102019_RVG262_PLRPS_FAIMS_CV_plus10_F1_CD3	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-12T11:16:55Z	79.59164	931	904	135	0	0.14933628	0.0007739082	4	5	130	904	0	0	0	0	0	1	1	3	6	10	1	8	11	20	76	649.298183	6511.503247	9097.960554	15242.506589	49363.504887	8	29	82	182	1933	3	5	10	21	58	0	0	1	4	38	0	0	1	2	7	51	32
06102019_RVG262_PLRPS_FAIMS_CV_plus20_F1_CD3	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-12T12:50:47Z	80.87487	923	908	81	0	0.089207046	0.0046296297	6	7	75	908	0	0	0	0	0	1	1	2	6	10	1	8	9	22	29	649.297791	6841.542796	8255.866087	19094.275518	28923.537585	8	31	73	178	1305	3	3	4	9	83	0	0	0	2	41	0	0	0	1	7	17	14
06102019_RVG262_PLRPS_FAIMS_CV_plus30_F1_CD3	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-12T14:24:43Z	80.2316	915	916	91	0	0.099344976	0.0017094017	4	5	87	916	0	0	0	0	0	1	1	3	6	10	2	7	9	13	98	1494.676425	6815.219904	7723.378211	12988.170942	71666.831503	6	37	93	199	1097	3	3	4	9	64	0	0	0	2	27	0	0	0	2	6	23	13
06102019_RVG262_PLRPS_FAIMS_CV_zero_F1_CD3	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-12T09:42:59Z	80.6214	930	922	248	0	0.26898047	0.0013386444	6	10	222	922	0	0	0	0	0	1	1	3	7	10	1	8	10	19	74	649.29944	6732.672676	9326.711092	14007.89877	68863.680351	8	37	109	252	2439	3	5	13	33	124	0	0	2	9	86	0	0	1	3	17	109	80
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg10	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T20:27:36Z	80.811844	664	1233	711	0	0.57664233	0.0016243735	17	39	517	1233	0	0	0	0	0	1	1	3	8	10	1	7	9	12	52	657.501806	7165.239057	9043.051875	11643.815023	50586.998608	6	75	434	1282	4156	3	14	34	69	221	0	1	7	25	250	0	1	2	6	25	460	343
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg20	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T18:53:45Z	80.43152	807	1510	1140	0	0.7549669	0.0026985814	43	67	676	1510	0	0	0	0	0	1	3	7	9	10	1	8	9	10	62	659.481499	7643.442536	9092.879062	10751.484195	48527.066528	7	259	1187	1955	4488	3	34	69	109	247	0	7	24	52	317	0	2	5	8	30	966	841
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg30	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T17:19:48Z	80.94952	1018	1264	1061	0	0.83939874	0.0063770385	72	139	585	1264	0	0	0	0	0	1	6	8	9	10	1	7	9	10	32	662.442978	6625.500702	7369.876549	8655.768017	30716.60815	10	220	1402	2114	4752	3	42	93	136	247	0	10	40	82	299	0	3	6	11	29	917	848
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg40	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T04:17:11Z	81.00776	821	1200	1016	0	0.8466667	0.009084209	79	277	470	1200	0	0	0	0	0	1	4	6	8	10	3	5	7	9	14	2143.175839	3488.523636	6318.387042	6946.855974	10805.64513	8	236	646	1616	4105	3	30	85	132	246	0	8	38	84	257	0	2	6	9	35	882	747
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus10	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T23:35:25Z	80.61416	783	1007	367	0	0.36444885	0.00077425886	6	10	340	1007	0	0	0	0	0	1	1	3	7	10	1	8	9	14	90	649.300244	7027.992478	8309.503071	12314.878652	73061.966476	9	36	149	489	3029	3	5	10	28	131	0	0	1	5	139	0	0	1	3	22	129	96
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus20	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T01:09:22Z	80.71861	769	1010	282	0	0.27920792	0.0008328917	9	11	268	1010	0	0	0	0	0	1	1	3	7	10	1	7	9	10	75	649.299333	6623.184434	7928.420673	11299.406428	64714.492503	7	32	126	439	3580	3	4	8	16	174	0	0	0	2	77	0	0	0	1	8	66	54
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus30	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T02:43:14Z	79.950554	923	921	260	0	0.28230184	0.00017820018	2	3	255	921	0	0	0	0	0	1	2	3	7	10	1	8	9	10	88	649.29908	7118.103297	8071.719148	9292.58501	73561.004667	7	60	175	491	2453	3	5	7	14	92	0	0	0	2	40	0	0	0	1	7	50	40
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_ZERO	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-13T22:01:34Z	80.02107	868	1008	444	0	0.44047618	0.0020946455	15	20	368	1008	0	0	0	0	0	1	1	3	7	10	1	8	9	15	82	661.047205	6966.945844	8661.930269	12310.954422	70349.175985	7	64	240	805	4498	3	8	20	53	178	0	0	3	15	197	0	0	2	4	12	233	170
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg10	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T11:08:37Z	80.79008	768	1061	342	0	0.32233742	0.0035499306	20	35	250	1061	0	0	0	0	0	1	1	2	5	10	1	8	10	18	60	657.501994	6807.669868	11299.404673	14006.926521	42918.083582	7	29	86	424	4320	3	7	25	60	178	0	0	4	19	227	0	0	2	4	15	191	137
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg20	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T09:34:45Z	80.75937	991	938	369	0	0.39339018	0.001914693	8	13	294	938	0	0	0	0	0	1	1	3	7	10	1	7	9	11	72	655.578885	6714.877883	8591.650131	11341.364333	68438.420144	5	35	121	607	4428	3	8	28	59	182	0	0	5	19	162	0	0	2	5	15	223	169
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg30	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T08:00:47Z	80.23962	631	1161	608	0	0.52368647	0.0039939736	26	36	387	1161	0	0	0	0	0	1	2	6	8	10	1	7	9	10	28	1152.312299	6323.350428	6986.789403	8313.787117	28846.54963	7	30	168	979	3651	3	22	56	89	193	0	4	20	42	220	0	2	4	7	20	497	415
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus10	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T14:16:26Z	80.72379	1035	853	104	0	0.12192263	0.000746826	3	4	101	853	0	0	0	0	0	1	1	2	5	10	1	8	9	19	27	652.184648	6169.367209	6996.029384	14007.963027	19124.359647	9	24	65	178	2189	3	5	14	29	93	0	0	1	6	84	0	0	1	3	9	38	27
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus20	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T15:50:23Z	77.242935	1058	835	48	0	0.05748503	0	0	1	48	835	0	0	0	0	0	1	1	2	4	10	4	8	9	20	60	2882.205853	6343.578425	7525.866415	15046.358494	59518.73407	7	21	42	111	1472	3	3	6	14	43	0	0	0	4	25	0	0	0	2	5	14	8
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus30	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T17:24:13Z	80.99982	925	909	83	0	0.09130913	0.0005877167	2	3	81	909	0	0	0	0	0	1	1	3	6	10	4	8	10	26	85	3910.758679	6971.655084	8679.016242	21732.546144	64909.117908	5	29	73	193	1054	3	3	5	8	36	0	0	0	1	17	0	0	0	1	7	12	8
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus40	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T18:58:10Z	80.65924	945	910	158	0	0.17362638	8.062566E-05	1	2	157	910	0	0	0	0	0	1	1	2	5	10	3	8	9	11	91	1961.662471	6882.233804	7715.506557	9057.544466	70818.359402	8	24	84	342	1218	3	4	5	9	44	0	0	0	1	25	0	0	0	1	6	14	6
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_ZERO	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-14T12:42:34Z	80.07794	822	974	197	0	0.20225872	0.0053869262	10	20	149	974	0	0	0	0	0	1	1	2	3	10	1	8	15	18	49	654.202453	6609.604423	11341.402803	14073.925386	48077.551251	7	24	51	196	3310	3	6	23	47	151	0	0	2	16	144	0	0	1	4	12	99	83
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T1	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-16T13:40:41Z	80.994125	928	1845	1200	0	0.6504065	0.00049485685	17	38	1035	1845	0	0	0	0	0	1	1	2	6	10	1	6	8	10	95	649.301967	5273.202535	6952.903259	8609.761155	71364.356386	8	248	712	1271	3399	3	9	22	50	175	0	0	3	16	194	0	0	1	4	17	609	420
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T2	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-16T15:14:38Z	80.97463	818	1631	985	0	0.603924	0.0013082415	29	54	765	1631	0	0	0	0	0	1	1	2	6	10	1	7	9	11	82	651.405529	6315.265333	7643.430877	10012.657876	65598.547336	8	201	704	1432	3931	3	11	31	62	202	0	0	5	20	192	0	0	2	4	18	570	408
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T3	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-16T16:48:30Z	80.9608	822	1639	1016	0	0.61989015	0.00122183	25	67	784	1639	0	0	0	0	0	1	1	2	7	10	1	7	9	12	93	654.668253	6102.05062	7495.09603	9951.102021	67836.405165	12	210	789	1522	4373	3	12	31	63	188	0	0	5	20	183	0	0	2	4	17	577	409
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T4	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-16T18:22:27Z	81.076355	825	1644	985	0	0.5991484	0.0011287194	24	75	776	1644	0	0	0	0	0	1	1	2	6	10	1	7	9	12	84	659.483503	6147.366503	7601.441346	10610.995989	71770.309435	12	226	727	1426	4306	3	12	28	58	222	0	0	4	18	208	0	0	2	4	19	550	407
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T5	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-16T19:56:18Z	80.94506	819	1633	987	0	0.60440904	0.001046053	21	38	797	1633	0	0	0	0	0	1	1	2	7	10	1	7	9	12	98	659.483951	6030.863017	7514.168541	10445.265761	73471.675133	9	205	764	1460	3980	3	12	33	60	190	0	0	5	19	267	0	0	2	4	21	578	394
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T6	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-16T21:30:16Z	80.976906	798	1590	950	0	0.5974843	0.0011890633	23	53	748	1590	0	0	0	0	0	1	1	2	7	10	1	7	9	11	94	650.551497	6159.179846	7612.387684	10011.672382	73679.665094	10	201	752	1455	4260	3	13	29	59	213	0	0	4	18	250	0	0	2	4	20	545	382
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T7	Orbitrap Fusion Lumos	FSN20169	FLASHDeconv	2019-06-16T23:04:06Z	81.00152	761	1516	858	0	0.5659631	0.001425257	19	44	659	1516	0	0	0	0	0	1	1	2	7	10	1	7	9	12	91	650.552202	6250.461404	7645.08572	11299.365406	65348.779745	10	157	741	1489	3897	3	12	30	60	187	0	0	5	19	263	0	0	2	4	21	506	354
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1FAIMS_CV_10_016	Orbitrap Fusion Lumos	FSN20473	FLASHDeconv	2018-08-11T15:33:40Z	79.95159	641	794	625	0	0.78715366	0.04117436	93	399	226	794	0	0	0	0	0	6	8	14	21	39	2	8	10	20	91	1589.070212	7293.073867	8505.69469	12312.886164	75364.739536	17	210	1609	2267	4938	3	40	63	98	203	0	4	11	32	290	0	1	3	5	19	503	324
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-100_015	Orbitrap Fusion Lumos	FSN20473	FLASHDeconv	2018-08-11T13:44:02Z	67.29205	1996	72	47	0	0.6527778	0.01480111	5	6	41	72	0	0	0	0	0	6	6	6	6	15	1	4	4	6	6	607.099281	2350.426926	2415.396414	4134.26293	4628.525606	11	36	68	151	1280	3	4	11	21	95	0	1	3	6	62	0	1	1	3	7	25	19
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-10_018	Orbitrap Fusion Lumos	FSN20473	FLASHDeconv	2018-08-11T19:12:56Z	79.993744	660	891	886	0	0.99438834	0.057252172	163	687	178	891	0	0	0	0	0	6	10	14	18	38	1	7	10	16	65	506.099887	7204.277734	8895.4999	12311.903998	55732.979617	152	1154	3473	3985	5563	3	49	106	135	212	0	9	32	59	314	0	3	5	7	27	842	743
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-110_013	Orbitrap Fusion Lumos	FSN20473	FLASHDeconv	2018-08-11T10:04:33Z	19.823015	2085	25	12	0	0.48	0	0	1	12	25	0	0	0	0	0	6	6	6	6	7	3	3	4	6	6	1632.9139	2256.199787	2941.742868	3564.591546	3589.569483	10	21	36	71	615	5	6	6	31	43	0	0	1	9	22	0	0	1	2	4	4	3
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-120_010	Orbitrap Fusion Lumos	FSN20473	FLASHDeconv	2018-08-11T04:33:18Z	71.52536	2116	9	2	0	0.22222222	0	0	1	2	9	0	0	0	0	0	6	6	6	6	15	3	0	3	3	3	1606.899111	1606.899111	1670.754942	1670.754942	1670.754942	14	18	19	24	101	6	0	6	6	12	1	0	1	1	3	1	0	1	1	2	1	0
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-20_005	Orbitrap Fusion Lumos	FSN20473	FLASHDeconv	2018-08-10T19:25:08Z	80.05183	887	1556	1551	0	0.99678665	0.05585408	284	1453	77	1556	0	0	0	0	0	6	8	12	15	36	1	7	10	15	89	518.132056	7811.107139	9787.236541	11893.986804	67218.320326	138	3425	3986	4556	6109	5	102	132	159	238	0	30	51	82	216	0	5	7	10	26	1535	1496
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-30_020	Orbitrap Fusion Lumos	FSN20473	FLASHDeconv	2018-08-11T22:52:20Z	79.95169	1088	2456	2456	0	1	0.05611031	538	2333	58	2456	0	0	0	0	0	6	8	11	14	30	1	9	11	14	72	1019.05753	7399.879931	9861.080339	10827.665796	57856.739031	196	3844	4311	4782	6012	4	113	135	155	245	0	35	53	74	212	0	5	7	10	23	2437	2371
