SourceFile	Instrument	SerialNumber	DeconvolutionEngine	StartTimeStamp	RTDuration	mzMLMS1Count	mzMLMSnCount	DeconvMSnWithPeaksCount	DeconvMSnWithoutPeaksCount	DeconvMSnWithPeaksFraction	Redundancy	HighestDegree	LargestComponentSize	ComponentCount	mzMLHCDCount	mzMLCIDCount	mzMLETDCount	mzMLECDCount	mzMLEThcDCount	mzMLETciDCount	mzMLPreZMin	mzMLPreZQ1	mzMLPreZQ2	mzMLPreZQ3	mzMLPreZMax	DeconvPreZMin	DeconvPreZQ1	DeconvPreZQ2	DeconvPreZQ3	DeconvPreZMax	DeconvPreMassMin	DeconvPreMassQ1	DeconvPreMassQ2	DeconvPreMassQ3	DeconvPreMassMax	mzMLPeakCountMin	mzMLPeakCountQ1	mzMLPeakCountQ2	mzMLPeakCountQ3	mzMLPeakCountMax	DeconvPeakCountMin	DeconvPeakCountQ1	DeconvPeakCountQ2	DeconvPeakCountQ3	DeconvPeakCountMax	AALinkCountMin	AALinkCountQ1	AALinkCountQ2	AALinkCountQ3	AALinkCountMax	TagLengthMin	TagLengthQ1	TagLengthQ2	TagLengthQ3	TagLengthMax	AALinkCountAbove2	TagLengthAbove2
06102019_RVG262_PLRPS_FAIMS_CV_neg80_F1_CD3	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-11T21:11:46Z	79.88739	1211	770	3	0	0.003896104	0	0	1	3	770	0	0	0	0	0	1	1	2	3	5	4	0	4	4	5	2793.4710141200003	2793.4710141200003	3349.76871765	3349.76871765	3383.7482176500002	7	15	18	20	123	7	0	7	7	9	1	0	1	1	2	1	0	1	1	2	0	0
06102019_RVG262_PLRPS_FAIMS_CV_neg90_F1_CD3	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-11T19:37:55Z	80.44812	1418	660	2	0	0.003030303	0	0	1	2	660	0	0	0	0	0	1	1	2	3	3	3	0	3	3	3	1960.04959059	1960.04959059	1960.05001059	1960.05001059	1960.05001059	8	15	18	21	79	4	0	4	4	9	2	0	2	2	5	1	0	1	1	2	1	0
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech1	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-12T18:45:54Z	80.97839	1215	2426	1599	0	0.65910965	0.0012726978	35	52	1167	2426	0	0	0	0	0	1	1	3	8	10	1	6	8	10	40	755.48723353	5968.0884917700005	8459.30266824	11528.67810824	39087.68649471	11	443	873	1393	4467	4	13	37	85	334	0	2	10	34	320	0	1	3	6	25	1149	868
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech10	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T08:51:02Z	80.98452	1163	2310	1688	0	0.73073596	0.0011567408	34	60	1222	2310	0	0	0	0	0	1	1	5	8	10	1	6	8	10	47	769.75285353	6238.61601765	8738.57721177	11634.723335300001	37640.90332591	11	517	1117	1594	4350	4	15	45	101	310	0	3	14	42	290	0	1	3	6	29	1278	976
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech2	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-12T20:19:51Z	80.99307	1204	2406	1651	0	0.68620116	0.0014191583	34	66	1158	2406	0	0	0	0	0	1	1	4	8	10	1	6	8	10	43	752.68443353	6058.86920353	8544.34030471	11413.768852950001	34992.09819061	12	421	882	1369	4447	4	13	38	92	345	0	2	12	37	332	0	1	3	6	28	1207	948
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech3	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-12T21:53:41Z	81.0434	1194	2385	1656	0	0.69433963	0.0012646497	29	64	1184	2385	0	0	0	0	0	1	1	4	8	10	1	6	8	10	34	759.57872353	6232.91076471	8594.498034709999	11368.57612236	38142.15681177	9	434	898	1388	4057	4	13	38	91	331	0	2	12	39	214	0	1	3	6	26	1190	911
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech4	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-12T23:27:39Z	80.95565	1189	2376	1685	0	0.7091751	0.0012179564	32	49	1208	2376	0	0	0	0	0	1	1	5	8	10	1	6	8	10	39	759.5793935300001	6342.65876118	8738.573868239999	11546.660635299999	40080.080007059994	11	461	972	1444	4718	4	13	41	95	361	0	2	12	40	331	0	1	3	6	25	1229	953
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech5	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T01:01:29Z	81.06012	1184	2366	1698	0	0.7176669	0.0011507871	30	68	1208	2366	0	0	0	0	0	1	1	5	8	10	1	6	8	10	43	762.9938835300001	6162.451221179999	8703.43866824	11632.67096589	38495.903217650004	8	482	1025	1518	3971	4	15	43	97	312	0	2	13	40	247	0	1	3	6	28	1268	950
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech6	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T02:35:26Z	81.06681	1182	2361	1684	0	0.7132571	0.001287854	32	105	1194	2361	0	0	0	0	0	1	1	5	8	10	1	6	8	10	42	779.2120835300001	6358.195821179999	8636.04380471	11383.38270353	38518.2299353	8	487	976	1475	4319	4	14	41	93	321	0	2	13	39	289	0	1	3	6	24	1240	948
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech7	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T04:09:17Z	80.99203	1169	2336	1660	0	0.7106164	0.0012237013	30	52	1202	2336	0	0	0	0	0	1	1	5	8	10	1	6	8	10	39	757.2143435300001	6157.81924471	8671.407235300001	11382.45593589	42643.26948177	11	462	982	1439	3740	4	13	39	92	321	0	2	12	37	315	0	1	3	6	27	1199	909
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech8	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T05:43:14Z	81.02867	1162	2321	1691	0	0.7285653	0.0012002281	32	49	1219	2321	0	0	0	0	0	1	1	5	8	10	1	6	8	10	37	759.57878353	6302.76733471	8671.43892177	11346.43298824	33226.69709471	13	509	1018	1518	4348	4	14	40	99	349	0	2	12	40	279	0	1	3	6	27	1236	939
06102019_RVG262_PLRPS_FAIMS_CV_noFAIMS_F1_CD3_Tech9	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T07:17:05Z	80.9652	1181	2337	1670	0	0.7145914	0.0011904292	36	59	1172	2337	0	0	0	0	0	1	1	5	8	10	1	6	8	10	32	752.0484535300001	6289.80963471	8475.52883471	11342.39012942	37313.29870059001	10	491	1029	1535	3956	4	14	44	99	305	0	2	13	41	258	0	1	3	6	27	1227	935
06102019_RVG262_PLRPS_FAIMS_CV_plus10_F1_CD3	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-12T11:16:55Z	79.59164	931	904	82	0	0.090707965	0.0009033424	2	3	80	904	0	0	0	0	0	1	1	3	6	10	2	7	9	18	23	1975.6525353000002	6169.35801177	11298.3457353	14986.50738354	21748.582041190002	8	29	82	182	1933	4	8	14	30	99	0	0	2	7	31	0	0	1	3	8	40	23
06102019_RVG262_PLRPS_FAIMS_CV_plus20_F1_CD3	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-12T12:50:47Z	80.87487	923	908	28	0	0.030837005	0.018518519	4	6	23	908	0	0	0	0	0	1	1	2	6	10	1	6	9	21	27	3417.7678176500003	8512.011931770001	15272.55980706	19123.38665119	28035.844828240002	8	31	73	178	1305	4	5	8	20	81	0	0	2	8	38	0	0	2	2	7	14	7
06102019_RVG262_PLRPS_FAIMS_CV_plus30_F1_CD3	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-12T14:24:43Z	80.2316	915	916	32	0	0.0349345	0.004032258	2	3	30	916	0	0	0	0	0	1	1	3	6	10	1	5	8	10	30	1494.67708706	6121.35379471	8525.65808118	19124.42218824	28981.1446059	6	37	93	199	1097	4	5	8	18	49	0	1	2	5	22	0	1	2	2	6	16	6
06102019_RVG262_PLRPS_FAIMS_CV_zero_F1_CD3	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-12T09:42:59Z	80.6214	930	922	154	0	0.1670282	0.0033952976	8	11	135	922	0	0	0	0	0	1	1	3	7	10	1	7	10	17	22	1324.88249353	6998.44730824	12197.72778354	14007.87550353	19761.6366706	8	37	109	252	2439	4	9	26	48	135	0	1	5	13	100	0	1	2	3	11	95	62
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg10	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T20:27:36Z	80.811844	664	1233	617	0	0.5004055	0.0015891725	12	15	465	1233	0	0	0	0	0	1	1	3	8	10	1	6	9	10	21	804.72392353	7730.980274709998	10835.850588239999	12394.842296480001	28745.67226824	6	75	434	1282	4156	4	16	49	113	312	0	2	13	43	238	0	1	3	6	22	460	358
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg20	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T18:53:45Z	80.43152	807	1510	1043	0	0.6907285	0.0029407272	42	45	632	1510	0	0	0	0	0	1	3	7	9	10	1	8	9	10	20	884.78496353	7964.6338353	9656.01867177	11383.39864942	38155.74141177	7	259	1187	1955	4488	4	44	91	149	382	0	12	36	73	329	0	3	6	9	36	948	840
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg30	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T17:19:48Z	80.94952	1018	1264	984	0	0.778481	0.006750945	68	158	528	1264	0	0	0	0	0	1	6	8	9	10	2	8	9	10	16	1528.33054706	6527.03179471	7450.81080471	8923.8139353	21636.25129412	10	220	1402	2114	4752	4	44	116	181	392	0	16	52	113	361	0	4	7	12	38	867	809
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Neg40	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T04:17:11Z	81.00776	821	1200	999	0	0.8325	0.007875611	68	226	497	1200	0	0	0	0	0	1	4	6	8	10	3	5	7	9	13	2143.17400059	3476.53121412	5934.19150471	6906.59066824	10131.26901412	8	236	646	1616	4105	4	28	84	161	372	0	5	37	103	344	0	2	5	10	36	829	700
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus10	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T23:35:25Z	80.61416	783	1007	215	0	0.21350546	0.001608346	5	6	194	1007	0	0	0	0	0	1	1	3	7	10	1	6	9	10	31	801.92058353	6511.51452177	11298.38896236	14192.902335300001	34025.41893471	9	36	149	489	3029	4	7	24	52	166	0	1	4	14	115	0	1	2	4	12	125	83
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus20	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T01:09:22Z	80.71861	769	1010	141	0	0.13960396	0.0022289767	6	8	128	1010	0	0	0	0	0	1	1	3	7	10	1	6	9	10	27	864.3949435300001	5528.27661765	8972.0823353	12727.486009420001	29993.54124177	7	32	126	439	3580	4	7	15	28	192	0	0	2	9	86	0	0	1	3	10	69	50
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_Plus30	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T02:43:14Z	79.950554	923	921	120	0	0.13029316	0.0005602241	2	3	116	921	0	0	0	0	0	1	2	3	7	10	1	6	9	10	29	831.8082735300001	6044.354108240001	8925.836881770001	12310.89402942	30907.32353471	7	60	175	491	2453	4	5	9	23	123	0	0	2	4	47	0	0	1	3	7	46	31
06102019_RVG262_PLRPS_FAIMS_CV__F1_CD3_0L_ZERO	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-13T22:01:34Z	80.02107	868	1008	342	0	0.3392857	0.0024695168	12	17	291	1008	0	0	0	0	0	1	1	3	7	10	1	6	9	14	31	759.57616353	6983.237135300001	11341.365469420001	14527.98642177	30919.780789430002	7	64	240	805	4498	4	8	29	85	272	0	1	6	27	211	0	1	2	4	14	216	149
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg10	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T11:08:37Z	80.79008	768	1061	268	0	0.2525919	0.003857119	12	24	213	1061	0	0	0	0	0	1	1	2	5	10	1	4	8	14	21	798.09630353	6062.3293082400005	11341.429141769999	14006.890980010001	30714.16670706	7	29	86	424	4320	4	11	44	111	330	0	1	10	43	291	0	1	3	5	15	184	141
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg20	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T09:34:45Z	80.75937	991	938	291	0	0.31023455	0.002559545	7	10	235	938	0	0	0	0	0	1	1	3	7	10	1	6	9	10	21	751.67961353	6557.848384710001	9531.015535300001	11383.441595889999	23790.43731177	5	35	121	607	4428	4	17	49	101	324	0	3	10	33	234	0	1	3	5	27	230	159
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Neg30	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T08:00:47Z	80.23962	631	1161	547	0	0.47114557	0.0041049747	23	34	343	1161	0	0	0	0	0	1	2	6	8	10	1	7	9	10	16	810.4797835300001	6310.34098824	7098.81026824	8703.4597353	21810.43650471	7	30	168	979	3651	4	25	60	110	285	0	5	22	53	282	0	2	5	7	33	474	400
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus10	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T14:16:26Z	80.72379	1035	853	74	0	0.08675264	0.00037023326	1	2	73	853	0	0	0	0	0	1	1	2	5	10	1	3	8	10	24	1152.3077835299998	6168.37962824	8064.4275105900015	14007.9350706	15643.776564720003	9	24	65	178	2189	4	9	20	42	116	0	1	3	7	65	0	1	1	2	6	41	16
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus20	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T15:50:23Z	77.242935	1058	835	26	0	0.031137725	0	0	1	26	835	0	0	0	0	0	1	1	2	4	10	2	5	7	9	29	3261.0417882399997	4818.06138824	14007.86178354	15300.55120706	27791.76498237	7	21	42	111	1472	4	5	9	21	45	0	0	2	3	37	0	0	1	2	5	9	2
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus30	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T17:24:13Z	80.99982	925	909	22	0	0.02420242	0	0	1	22	909	0	0	0	0	0	1	1	3	6	10	1	6	9	10	26	3991.4178941200003	6368.81133177	7989.80210824	19139.32472472	23287.110235300002	5	29	73	193	1054	4	4	9	10	28	0	1	2	3	12	0	1	1	2	5	7	6
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_Plus40	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T18:58:10Z	80.65924	945	910	56	0	0.06153846	0	0	1	56	910	0	0	0	0	0	1	1	2	5	10	1	4	7	9	39	1361.0652870600002	4337.9540353	7683.04168471	10599.16362824	33627.63742767	8	24	84	342	1218	4	5	6	13	36	0	0	1	2	13	0	0	1	1	6	11	4
06102019_RVG262_PLRPS_FAIMS_CV__F2_CD3_0L_ZERO	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-14T12:42:34Z	80.07794	822	974	153	0	0.15708418	0.008083935	15	18	116	974	0	0	0	0	0	1	1	2	3	10	1	5	9	16	22	776.2200135300001	5120.52067471	12210.80172354	14006.91937001	19124.372474130003	7	24	51	196	3310	4	15	40	73	229	0	1	9	21	143	0	1	2	4	17	105	76
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T1	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-16T13:40:41Z	80.994125	928	1845	955	0	0.5176152	0.0006168571	15	28	815	1845	0	0	0	0	0	1	1	2	6	10	1	3	7	9	49	750.54301353	3902.92141765	6478.535890590001	10241.58424236	47266.22043297	8	248	712	1271	3399	4	11	33	73	302	0	1	6	26	232	0	1	2	5	23	624	437
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T2	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-16T15:14:38Z	80.97463	818	1631	818	0	0.5015328	0.0014544235	22	48	627	1631	0	0	0	0	0	1	1	2	6	10	1	4	7	10	47	774.34941353	4660.556107060001	7700.4735353	11357.36172942	37844.17409591	8	201	704	1432	3931	4	15	48	101	285	0	2	12	35	212	0	1	3	5	24	599	447
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T3	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-16T16:48:30Z	80.9608	822	1639	869	0	0.5302013	0.0015007451	20	43	664	1639	0	0	0	0	0	1	1	2	7	10	1	4	7	10	49	757.5590735300001	4627.1664353	7410.668835300001	11315.42325648	38630.69220297	12	210	789	1522	4373	4	14	48	104	297	0	2	12	37	273	0	1	3	5	25	610	441
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T4	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-16T18:22:27Z	81.076355	825	1644	841	0	0.51155716	0.001579752	25	51	645	1644	0	0	0	0	0	1	1	2	6	10	1	4	8	10	45	757.5587635300001	4571.60090118	7330.68957177	11340.3970353	39248.15775885	12	226	727	1426	4306	4	13	47	98	270	0	2	11	36	295	0	1	3	5	26	606	435
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T5	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-16T19:56:18Z	80.94506	819	1633	855	0	0.52357626	0.0012928497	18	33	663	1633	0	0	0	0	0	1	1	2	7	10	1	5	7	10	45	757.5590735300001	4807.57511765	7411.67925883	11299.38904236	34827.40382118001	9	205	764	1460	3980	4	15	45	98	294	0	2	11	35	302	0	1	3	5	27	610	439
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T6	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-16T21:30:16Z	80.976906	798	1590	802	0	0.5044025	0.0013574054	17	32	635	1590	0	0	0	0	0	1	1	2	7	10	1	4	7	10	48	753.18248353	4768.93748471	7730.942435300001	11381.43934942	35827.97210824	10	201	752	1455	4260	4	15	48	96	326	0	2	11	35	273	0	1	3	5	18	591	414
06102019_RVG262_PLRPS_FAIMS_CV__F2_NOFAIMS_CD3_T7	Orbitrap Fusion Lumos	FSN20169	ProteomeDiscoverer:Xtract	2019-06-16T23:04:06Z	81.00152	761	1516	767	0	0.5059367	0.0015046245	22	32	595	1516	0	0	0	0	0	1	1	2	7	10	1	4	8	10	36	757.55748353	4697.28302118	7699.506061770001	11383.40130353	32610.85249412	10	157	741	1489	3897	4	13	46	99	270	0	2	11	35	335	0	1	2	5	27	537	378
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1FAIMS_CV_10_016	Orbitrap Fusion Lumos	FSN20473	ProteomeDiscoverer:Xtract	2018-08-11T15:33:40Z	79.95159	641	794	538	0	0.67758185	0.051283117	95	387	152	794	0	0	0	0	0	6	8	14	21	39	6	12	20	22	39	1567.0625647200004	3012.1526988299997	6204.82700118	12313.9170706	35845.26227766	17	210	1609	2267	4938	4	53	86	126	411	0	14	34	73	263	0	2	4	6	16	502	383
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-100_015	Orbitrap Fusion Lumos	FSN20473	ProteomeDiscoverer:Xtract	2018-08-11T13:44:02Z	67.29205	1996	72	39	0	0.5416667	0.026990553	6	8	30	72	0	0	0	0	0	6	6	6	6	15	6	6	6	6	7	1591.8812011799998	2350.4267011800002	2991.50342118	3647.95772118	4627.529001180001	11	36	68	151	1280	4	8	17	27	136	0	1	5	8	124	0	1	2	3	10	26	20
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-10_018	Orbitrap Fusion Lumos	FSN20473	ProteomeDiscoverer:Xtract	2018-08-11T19:12:56Z	79.993744	660	891	850	0	0.95398426	0.06201344	194	608	225	891	0	0	0	0	0	6	10	14	18	38	6	11	15	18	34	1533.87912177	5262.33530824	11398.912650010001	12996.76441001	29730.0554353	152	1154	3473	3985	5563	4	45	188	236	478	0	9	89	128	300	0	4	6	9	27	761	698
081018_RVG262_PGAFF_RP4H_Neutros_GelFREE_8pF1_FAIMS_CV_-110_013	Orbitrap Fusion Lumos	FSN20473	ProteomeDiscoverer:Xtract	2018-08-11T10:04:33Z	19.823015	2085	25	12	0	0.48	0	0	1	12	25	0	0	0	0	0	6	6	6	6	7	6	6	6	6	6	1588.82702118	1769.96210118	1895.0496811799999	3574.59560118	3589.57208118	10	21	36	71	615	5	6	9	35	63	0	0	0	11	25	0	0	0	3	4	5	4
